entity_id,region_code,region_name,country_code,country_name,revenue,overall_score,environmental_score,social_score,governance_score,target_scope_1,target_scope_2,revenue_log,activity_type,activity_code,env_score_adjustment,env_score_adjustment_capped,nace_level_1_code,nace_level_1_name,nace_level_2_code,nace_level_2_name,revenue_pct,sdg_id,sdg_name,Sector_Comp_1,Sector_Comp_2,Sector_Comp_3,Sector_Comp_4,Sector_Comp_5,Sector_Comp_6,Sector_Comp_7,Sector_Comp_8,Sector_Comp_9,Sector_Comp_10,num_activities,avg_env_score_adjustment,has_activity,revenue_x_environmental_score,revenue_x_governance_score,E_x_S,S_x_G,country_ts2_per_revenue,target_scope_1_log,target_scope_2_log,sector_avg_scope2_log,sector_median_scope2_log,country_avg_scope2_log,country_avg_scope2_per_revenue,country_avg_esg,rev_x_env,rev_x_gov,env_x_gov,esg_sum,sector1_x_country,ESG_Comp_1,ESG_Comp_2
1171,WEU,Western Europe,ES,Spain,951029000.0,3.892,4.823,3.894,2.214,9866.0,21117.0,20.67305511531283,Other,ENVIB010,-0.1,-0.1,M,"Professional, scientific and technical activities",72,Scientific research and development,0.032633333,3.0,Good Health and Wellbeing,-0.2656498135985549,0.8732721537276668,-0.1920849261909452,-0.257070998158842,0.368232455184643,-0.3088016612475176,0.5268669862901744,-0.8410806937083323,0.3852510693450605,0.96114512267257,3,-0.1,1,4586812867.0,2105578206.0,18.780762000000003,8.621316,1.0041005413315722e-05,9.196951134857168,9.95788103636646,8.743137513431872,9.2093398716426,7.863797924974199,1.3146993856228642e-05,3.476777777777778,4586812867.0,2105578206.0,10.678122,10.931000000000001,-2.6673912163894018e-06,-3677353624.6806498,-1.6419636903667112
1179,WEU,Western Europe,ES,Spain,421000000.0,3.252,3.52,2.88,3.214,21074.42,34687.78,19.85814339402195,Other,ENVIB010,-0.2,-0.2,C,Manufacturing,10,Manufacture of food products,1.0,3.0,Good Health and Wellbeing,-0.1562113752693864,-0.1573218880558126,-0.0768784869260621,-0.0274860844882205,-0.1825608191895323,-0.0366448139260119,-0.1239903977068153,0.1151474571327076,-0.1267367847435613,-0.2216835655288106,1,-0.2,1,1481920000.0,1353094000.0,10.1376,9.25632,1.0041005413315722e-05,9.955862711497105,10.45417157070887,8.388512915584489,8.925543386961966,7.863797924974199,1.3146993856228642e-05,3.476777777777778,1481920000.0,1353094000.0,11.31328,9.614,-1.5685192647014023e-06,-4207382624.6806536,-0.18748081848926987
1181,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,3050000000.0,2.853,3.387,2.882,1.857,18199.0,4680.0,21.8384074278936,Operation,MTH002,-0.1,-0.1,G,Wholesale And Retail Trade,46,"Wholesale trade, except of motor vehicles and motorcycles",1.0,9.0,"Industry, Innovation and Infrastructure",-0.1500908437845648,-0.1400270798588174,-0.144084160164596,-0.2271920659278595,-0.0748224649506283,-0.0719684666196036,-0.157951291367081,0.1671356915992947,-0.2606180627261334,-0.3418663983881329,1,-0.1,1,10330350000.0,5663850000.0,9.761334,5.3518740000000005,9.190606958410844e-06,9.809176873064889,8.45126704130007,8.13810958837859,8.258681496264236,7.839892076213068,9.367221878971305e-06,3.5126612903225807,10330350000.0,5663850000.0,6.289659,8.126,-1.3794259532801762e-06,-1578382624.6806514,0.08434577557397772
1182,WEU,Western Europe,FR,France,1210000000.0,2.703,3.103,2.47,2.262,14193.0,30353.0,20.91388619738151,End-use,F.42.12.P,0.1325,0.1325,C,Manufacturing,32,Other manufacturing,0.36,9.0,"Industry, Innovation and Infrastructure",-0.605682106007859,5.210763545497923,-0.3214041623161503,-0.5476512455037447,1.8216603520721149,-0.0022374423228878,0.5201338474760465,-0.9441996865521812,0.7266538922236343,1.32175232325832,6,0.1325,1,3754630000.000001,2737020000.0,7.664410000000001,5.587140000000001,1.4630044194219064e-05,9.560574619084928,10.32068358351999,9.688135216471387,10.42519376739833,8.555753572198892,8.915957793295588e-06,3.3401162790697674,3754630000.0000005,2737020000.0,7.018986000000001,7.835000000000001,-8.861155978542654e-06,-3418382624.680652,0.4384006882694272
1190,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,2850000000.0,2.548,2.495,2.905,2.214,134278.0,4842.0,21.77058483157785,Raw materials,C.27.78.P,0.1725,0.1725,N,"Professional, Scientific And Technical Activities",77,Rental and leasing activities,0.69,12.0,Responsible Consumption and Production,-0.4517799534204162,0.0413624609461105,-1.7359411706794723,-4.859990717194377,16.77140639902103,3.1023928271487247,-0.2748764519734271,-0.4795555993843565,1.942060593608192,2.465971291533686,16,0.054,1,7110750000.0,6309900000.0,7.247974999999999,6.43167,9.190606958410844e-06,11.807675003940831,8.48528964240323,8.551839129274702,8.570165076182343,7.839892076213068,9.367221878971305e-06,3.5126612903225807,7110750000.0,6309900000.0,5.52393,7.614000000000001,-4.1521319835762044e-06,-1778382624.6806526,0.8772069725231165
1195,WEU,Western Europe,FR,France,6050000000.0,3.17,3.859,3.449,1.595,45800.0,3500.0,22.52332410915445,Farming,I.56.1.B,-0.07258118,-0.07258118,A,"Agriculture, Forestry And Fishing",1,"Crop and animal production, hunting and related service activities",0.362905898,12.0,Responsible Consumption and Production,-0.1689685451971267,-0.1429128604646212,-0.0774632268443675,-0.0378015785738667,0.018549244287891,-0.0163278584217283,-0.1448117194687086,0.082096352390026,-0.1560128477749843,-0.2300050083567712,5,-0.07258118,1,23346950000.0,9649750000.0,13.309691,5.501155,1.4630044194219064e-05,10.732061203925053,8.160803920954665,10.426314726956978,10.200439030995058,8.555753572198892,8.915957793295588e-06,3.3401162790697674,23346950000.0,9649750000.0,6.155105,8.903,-2.472017283666865e-06,1421617375.3193507,-0.506942337038471
1198,WEU,Western Europe,AT,Austria,1855872600.0,2.972,3.028,2.827,3.048,35049.0,5536.0,21.341620827251884,Raw materials,C.32.34.B,-0.443375166,-0.443375166,C,Manufacturing,27,Manufacture of electrical equipment,1.0,11.0,Sustainable Cities and Communities,-0.2881470233932572,0.0434166937833997,-0.3014027363031206,0.023173114715728,-0.747601364755883,-0.4527546100904799,-1.769752110645307,-1.707318633682021,-1.05276832251501,2.5893992663922103,3,-0.1106833999999999,1,5619582232.8,5656699684.8,8.560156,8.616696,2.982963377981872e-06,10.464530892462736,8.619208116822968,9.761649895339023,9.469044351270945,8.619208116822968,2.9829633779818722e-06,3.028,5619582232.8,5656699684.8,9.229344,8.903,-8.59532018256572e-07,-2772510024.680655,0.3144539793201839
1203,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1630000000.0,2.943,3.15,3.0,2.5,16965.0,2851.0,21.21184585237858,Operation,MTH002,-0.1,-0.1,F,Construction,41,Construction of residential and non-residential buildings,1.0,13.0,Climate Action,-0.2330901554869633,-0.2237885950227476,1.387742986298385,0.1496014268175735,-0.023729440621592,0.0711539710787038,-0.0804968646122546,0.1491135212158762,-0.1301440188430019,-0.1656888286855209,3,-0.1,1,5134500000.0,4075000000.0,9.45,7.5,9.190606958410844e-06,9.73896662036768,7.955775781534187,7.54373714600055,7.54373714600055,7.839892076213068,9.367221878971305e-06,3.5126612903225807,5134500000.0,4075000000.0,7.875,8.65,-2.1422400049555504e-06,-2998382624.680652,0.19720544595705078
1204,WEU,Western Europe,DE,Germany,1490000000.0,3.162,3.702,2.862,2.548,4920.0,7419.0,21.12204195757492,Operation,MTH002,-0.1,-0.1,C,Manufacturing,33,"Repair, maintenance and installation of machinery and equipment",0.183,3.0,Good Health and Wellbeing,-0.3167007904084677,-0.1016577389610672,-0.3750202589499211,0.7356721981750344,-0.4738481477393433,-0.601241699159127,-1.83109865708687,-2.54184210272038,1.3126161669265457,1.827118944079964,2,-0.1,1,5515980000.0,3796520000.0,10.595124,7.292376,1.1990447633649742e-05,8.501267040865978,8.911934336161426,8.911934336161426,8.911934336161426,8.381460508005716,1.0678389188116252e-05,3.234346153846154,5515980000.0,3796520000.0,9.432696,9.112,-3.7973842429282148e-06,-3138382624.6806526,-0.2808235456359383
1205,WEU,Western Europe,CH,Switzerland,5305365000.0,2.879,3.25,2.5,2.667,637605.0,503162.0,22.39198440985005,Operation,MTH002,-0.1,-0.1,C,Manufacturing,25,"Manufacture of fabricated metal products, except machinery and equipment",1.0,2.0,Zero Hunger,-0.2408024093572221,0.1094757528355547,-0.1686775963459327,-0.2630275402282365,-0.2093605428446341,-0.1451682256537337,-0.7794755666668364,-0.2890598332842945,-0.7372703542024933,-0.9555751694675204,1,-0.1,1,17242436250.0,14149408454.999998,8.125,6.6675,2.0149717750949244e-05,13.365475816702448,13.128669452253185,10.513691582646233,11.00839664134826,9.98588701143524,2.7877250984962903e-05,3.8184285714285715,17242436250.0,14149408454.999998,8.66775,8.417,-4.852100582296564e-06,676982375.3193461,0.26654225101826745
1206,WEU,Western Europe,ES,Spain,2980000000.0,1.998,2.138,1.785,2.0,1802.0,0.0,21.81518913779929,Operation,J.58.94.P,0.014,0.014,J,Information and communication,61,Telecommunications,1.0,13.0,Climate Action,-0.2756411403051959,-0.4294022499669029,-0.0915485411286067,-0.2755942168219211,-0.8798761862050904,-0.0854209541184083,-1.0297809416744292,-0.0869046874248405,1.4009245693071897,-1.056165335595896,9,-0.1,1,6371240000.0,5960000000.0,3.81633,3.57,1.0041005413315722e-05,7.497207223203318,0.0,7.153019837360215,8.058960017769417,7.863797924974199,1.3146993856228642e-05,3.476777777777778,6371240000.0,5960000000.0,4.276,5.923,-2.7677141819369903e-06,-1648382624.6806536,1.6038235507652996
1207,EEU,Eastern Europe,CZ,Czechia,1114065013.0,2.646,3.8,1.75,1.643,13722.0,370328.0,20.83128133761033,Operation,MTH002,-0.1,-0.1,C,Manufacturing,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,1.0,3.0,Good Health and Wellbeing,-0.3123328243540954,-0.3308844251921195,-0.2753506195679823,-0.638036649259088,-0.5399872693041207,-0.9525310074153138,2.476732116514211,-0.4929254371307078,-0.4266890246561514,-0.3410094744160516,2,-0.1,1,4233447049.4,1830408816.359,6.65,2.87525,0.0003324114801906,9.526828536269631,12.822147078715082,8.692736115246955,8.480201539915154,12.822147078715082,0.0003324114801906987,3.8,4233447049.3999996,1830408816.359,6.243399999999999,7.193,-0.00010382301645565554,-3514317611.68065,0.08366553776118103
1208,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,3371500000.0,3.16,3.602,2.807,2.786,41015.0,5405.0,21.938623586435515,Operation,M.75.2.P,0.090923921,0.090923921,M,"Professional, scientific and technical activities",75,Veterinary activities,1.0,3.0,Good Health and Wellbeing,-0.1923478070459889,-0.2723963857641747,-0.2155895245813714,-0.4792138497942351,-0.5733798709595865,-0.7753397947425642,1.9358849471134911,-0.3507902203141995,-0.5506961890803796,-0.5350330403047072,1,0.090923921,1,12144143000.0,9392999000.0,10.110814,7.820302,9.190606958410844e-06,10.621717513463537,8.595264726836392,9.543491644991452,9.543491644991452,7.839892076213068,9.367221878971305e-06,3.5126612903225807,12144143000.0,9392999000.0,10.035172,9.195,-1.7677930938719318e-06,-1256882624.6806538,-0.18507399765051097
1211,WEU,Western Europe,NL,Netherlands,3080000000.0,2.926,3.557,2.75,2.0,50000.0,17000.0,21.84819543425657,Operation,MTH002,-0.1,-0.1,C,Manufacturing,10,Manufacture of food products,1.0,3.0,Good Health and Wellbeing,-0.1562113752693859,-0.1573218880558125,-0.0768784869260622,-0.0274860844882201,-0.1825608191895305,-0.0366448139260118,-0.1239903977068165,0.1151474571327065,-0.1267367847435627,-0.2216835655288111,1,-0.1,1,10955560000.0,6160000000.0,9.78175,5.5,2.870823443040889e-05,10.819798284210286,9.741027444837728,8.388512915584489,8.925543386961966,8.69614039755072,2.2134828802156627e-05,3.276884615384615,10955560000.0,6160000000.0,7.114,8.307,-4.484552781930107e-06,-1548382624.6806517,-0.04598100424922244
1213,WEU,Western Europe,CH,Switzerland,4440000000.0,3.129,3.9,2.675,2.286,7600.0,5500.0,22.21392021361577,Other,ENVIB010,-0.1,-0.1,C,Manufacturing,20,Manufacture of chemicals and chemical products,0.8194,3.0,Good Health and Wellbeing,-0.1423828558038648,-0.0847003993105832,-0.1361662042611103,-0.2435589839859623,-0.0897880098319103,-0.1447596151295363,0.1210093654451433,0.0493144311551693,-0.2657606433410474,-0.2319662396789698,2,-0.1,1,17316000000.0,10149840000.0,10.4325,6.11505,2.0149717750949244e-05,8.936035096566041,8.612685172875459,10.30932552506939,10.996263838148824,9.98588701143524,2.7877250984962903e-05,3.8184285714285715,17316000000.0,10149840000.0,8.9154,8.860999999999999,-2.8689743570219814e-06,-188382624.6806522,-0.3664384976775594
1214,WEU,Western Europe,LU,Luxembourg,1116728000.0,2.449,2.465,2.143,2.786,747.0,111.0,20.83366881887554,Operation,MTH002,-0.1,-0.1,J,Information and communication,61,Telecommunications,0.5,9.0,"Industry, Innovation and Infrastructure",0.8692974570020802,-0.0644506498182244,-0.0418618888759715,-0.1121616932991217,-0.1436859658117098,-0.1003201498790842,0.0619086097376614,0.0024434002581846,0.1265366084018521,-0.160746921164859,2,-0.1,1,2752734520.0,3111204208.0,5.282494999999999,5.970397999999999,3.3218989110173384e-05,6.617402977974478,4.718498871295094,7.153019837360215,8.058960017769417,8.861578561657744,1.9547900433311356e-05,3.3801666666666663,2752734520.0,3111204208.0,6.86749,7.394,2.8877182757653515e-05,-3511654624.6806545,1.0918879633439098
1224,WEU,Western Europe,NL,Netherlands,1732400000.0,2.978,3.413,2.9,2.286,32666.0,3860.0,21.27277356788198,Raw materials,C.28.94.P,0.176328502,0.176328502,G,Wholesale And Retail Trade,46,"Wholesale trade, except of motor vehicles and motorcycles",0.29468599,8.0,Decent Work and Economic Growth,-0.1349703220558008,-0.0959444494117457,-0.2122076845395429,-0.5087392185779716,1.4897923517185463,0.2730479333669221,-0.1072049831867357,0.0471156932398818,0.0868632657053586,0.0968755464896952,2,0.176328502,1,5912681200.0,3960266400.0,9.8977,6.6294,2.870823443040889e-05,10.394120673014172,8.258681496264236,8.13810958837859,8.258681496264236,8.69614039755072,2.2134828802156627e-05,3.276884615384615,5912681200.0,3960266400.0,7.802118,8.599,-3.874759646725718e-06,-2895982624.6806517,0.005325325265372419
1225,WEU,Western Europe,BE,Belgium,3360000000.0,2.686,3.012,2.827,1.929,24256.0,4085.0,21.935206811219143,Operation,MTH002,-0.1,-0.1,N,"Professional, Scientific And Technical Activities",78,Employment activities,1.0,12.0,Responsible Consumption and Production,-0.2057722379010423,-0.2049529621633063,-0.1231298780885685,0.1085713591485253,-0.1659365443128543,-0.0243081402632716,-0.1757331539498809,0.2471775794467745,-0.2533500281503504,-0.450761033153802,1,-0.1,1,10120320000.0,6481440000.0,8.514924,5.453283,2.31221934781612e-06,10.09646051450522,8.315321775377567,7.5037691241370545,7.313666410316639,7.292283950352468,1.8109928038224607e-06,3.1710000000000003,10120320000.0,6481440000.0,5.810148,7.768000000000001,-4.757905497182115e-07,-1268382624.6806514,0.4484923598659919
1226,WEU,Western Europe,CH,Switzerland,828744000.0,3.128,3.6,3.1,2.31,441.0,1357.0,20.53542186082577,Operation,MTH002,-0.1,-0.1,G,Wholesale And Retail Trade,47,Retail trade,0.5,7.0,Affordable and Clean Energy,0.4269603075159037,-0.011721094976544,-0.1196147436438754,-0.3146542488604804,0.8823466194548036,0.148221141640537,-0.0300078541093715,-0.047096921104988,0.0760725111824959,0.114362745440886,2,-0.1,1,2983478400.0,1914398640.0,11.16,7.1610000000000005,2.0149717750949244e-05,6.091309882077698,7.213768308118642,9.96575113437934,10.255797985839772,9.98588701143524,2.7877250984962903e-05,3.8184285714285715,2983478400.0,1914398640.0,8.316,9.01,8.603129687303953e-06,-3799638624.680651,-0.24230500569271524
1227,WEU,Western Europe,JE,Jersey,661000000.0,3.374,4.0,2.012,3.881,637.0,91.0,20.30926439932882,Other,ENVIB010,-0.1,-0.1,G,Wholesale And Retail Trade,46,"Wholesale trade, except of motor vehicles and motorcycles",1.0,3.0,Good Health and Wellbeing,-0.150090843784565,-0.1400270798588176,-0.1440841601645964,-0.2271920659278601,-0.074822464950628,-0.0719684666196036,-0.1579512913670816,0.1671356915992946,-0.2606180627261342,-0.3418663983881342,1,-0.1,1,2644000000.0,2565341000.0,8.048,7.808572,1.3767019667170953e-07,6.45833828334479,4.5217885770490405,8.13810958837859,8.258681496264236,4.5217885770490405,1.3767019667170953e-07,4.0,2644000000.0,2565341000.0,15.524,9.893,-2.0663035982443895e-08,-3967382624.680657,-0.4180029910000782
1229,WEU,Western Europe,DE,Germany,9300000000.0,2.352,2.13,2.9,2.095,115383.0,8264.0,22.95328023721315,Operation,MTH002,-0.1,-0.1,C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,0.188333333,12.0,Responsible Consumption and Production,-0.2969244724792631,0.8373751560850323,0.2155991293620283,-0.0668406347373053,-0.2565420645215805,-0.1223570656279165,-0.5502341373096301,-0.157898930065178,-0.2465036246383663,-0.3442931624255316,2,-0.1,1,19809000000.0,19483500000.0,6.177,6.075500000000001,1.1990447633649742e-05,11.656020975263344,9.019785010255124,8.75505619341313,9.022087625056667,8.381460508005716,1.0678389188116252e-05,3.234346153846154,19809000000.0,19483500000.0,4.46235,7.125,-3.5602573384116784e-06,4671617375.319347,1.2600018630871304
1238,NAM,Northern America,CA,Canada,19400000000.0,3.544,3.418,3.652,3.643,205624.0,47661.0,23.68853890306724,Farming,A.1.4.B,-0.073516405,-0.073516405,N,"Professional, Scientific And Technical Activities",80,Investigation and security activities,0.904671676,12.0,Responsible Consumption and Production,-0.2102281011654495,-0.1933948137844474,-0.0857978426909573,-0.0926001888931126,-0.2939371367143603,-0.0845421348039618,-0.2572827433539548,0.088032631777439,-0.2116404965739443,-0.3298949534976615,3,-0.073516405,1,66309200000.0,70674200000.0,12.482536,13.304236,8.23447626268811e-06,12.233809400501771,10.77188971368331,9.728775722934634,10.33854382482173,9.793829150431462,1.0142715467151869e-05,3.7438333333333333,66309200000.0,70674200000.0,12.451774,10.713000000000001,-1.7311183087968886e-06,14771617375.319342,-0.31152202621062064
1239,WEU,Western Europe,DE,Germany,1392163000.0,2.023,1.0,3.0,2.69,7650.0,7760.0,21.05412449042269,Operation,MTH002,-0.1,-0.1,H,Transportation And Storage,52,"Warehousing, storage and support activities for transportation",1.0,9.0,"Industry, Innovation and Infrastructure",-0.2078015942121171,-0.1994915863705382,-0.1181321286560803,-0.0990827641749496,-0.3597932774012607,0.0689668263018016,-0.0608007562193896,0.7851468187603187,0.0468467866561115,-0.0330270811724368,1,-0.1,1,1392163000.0,3744918470.0,3.0,8.07,1.1990447633649742e-05,8.942591637231851,8.95686647085414,8.293292832252522,8.640358801096479,8.381460508005716,1.0678389188116252e-05,3.234346153846154,1392163000.0,3744918470.0,2.69,6.6899999999999995,-2.4916341335893236e-06,-3236219624.680655,2.1951453293871297
1242,WEU,Western Europe,IT,Italy,440714000.0,3.042,3.53,3.0,2.214,1962.0,400.0,19.903906699219068,Operation,MTH002,-0.2,-0.2,C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,0.148670113,3.0,Good Health and Wellbeing,-0.323430208092038,0.024797202281779,-0.3381431022713861,0.0655693579725084,-0.771182568346006,-0.5243154397636658,-1.988828719667812,-2.007160878636055,-0.8076868079624936,2.556991993853673,6,-0.215171517,1,1555720420.0,975740796.0,10.59,6.642,2.691973307029712e-05,7.582229194276461,5.993961427306569,8.75505619341313,9.022087625056667,8.134111131229867,1.6641820628839708e-05,3.315925925925926,1555720420.0,975740796.0,7.81542,8.744,-8.706654868708314e-06,-4187668624.680653,-0.1355342412645975
1243,WEU,Western Europe,SE,Sweden,3410000000.0,2.752,2.961,2.9,2.2,48140.0,3215.0,21.949978128535093,Other,ENVIB010,-0.1,-0.1,N,"Professional, Scientific And Technical Activities",80,Investigation and security activities,1.0,12.0,Responsible Consumption and Production,-0.209823896503643,-0.1966191296651057,-0.0969871508916833,-0.10264476143745,-0.3012687646680652,-0.0842691075946947,-0.247432570317447,0.0927801534980905,-0.1962301967264172,-0.3113986904386593,1,-0.1,1,10097010000.0,7502000000.000001,8.5869,6.38,1.0694268470598077e-06,10.78188948386747,8.075893630298857,9.728775722934634,10.33854382482173,7.401859980392121,4.0203112473878347e-07,3.319125,10097010000.0,7502000000.000001,6.5142,8.061,-2.2439130807569432e-07,-1218382624.6806521,0.44516590777815895
